,CustomerID,recency,frequency,monetary_value,Quantity,Country,R_Quartile,F_Quartile,M_Quartile,RFMClass,Total Score
1102,13837,211,18,266.59000000000003,182,United Kingdom,4,3,4,434,11
1103,13838,5,165,674.82,254,United Kingdom,1,1,2,112,4
1104,13841,252,1,85.0,100,United Kingdom,4,4,4,444,12
1105,13842,58,206,3385.6200000000003,1768,United Kingdom,3,1,1,311,5
1106,13844,11,20,361.62,196,United Kingdom,1,3,3,133,7
1107,13845,64,9,312.98,182,United Kingdom,3,4,3,343,10
1108,13846,24,55,865.0600000000002,388,United Kingdom,2,2,2,222,6
1109,13848,92,5,1255.0,3700,United Kingdom,3,4,2,342,9
1110,13849,51,101,1537.95,1016,United Kingdom,3,1,2,312,6
1111,13850,129,93,1595.4800000000002,944,United Kingdom,3,2,2,322,7
1112,13851,95,81,2651.46,1705,United Kingdom,3,2,1,321,6
1113,13853,57,23,1090.14,312,United Kingdom,3,3,2,332,8
1114,13854,8,110,8109.52,2296,United Kingdom,1,1,1,111,3
1115,13856,168,14,388.5,494,United Kingdom,4,4,3,443,11
1116,13858,57,11,216.17,75,United Kingdom,3,4,4,344,11
1117,13859,326,28,201.16,129,United Kingdom,4,3,4,434,11
1118,13860,1,76,1245.9,591,United Kingdom,1,2,2,122,5
1119,13862,18,139,2209.36,1688,United Kingdom,2,1,1,211,4
1120,13863,247,20,305.78,224,United Kingdom,4,3,4,434,11
1121,13865,58,30,501.56,204,United Kingdom,3,3,3,333,9
1122,13866,74,7,145.67,57,United Kingdom,3,4,4,344,11
1123,13867,31,60,1005.09,501,United Kingdom,2,2,2,222,6
1124,13868,7,33,3192.54,1964,United Kingdom,1,3,1,131,5
1125,13869,123,304,3083.65,1709,United Kingdom,3,1,1,311,5
1126,13870,2,115,2770.94,1325,United Kingdom,1,1,1,111,3
1127,13871,22,336,6403.25,2806,United Kingdom,2,1,1,211,4
1128,13873,119,23,389.6,140,United Kingdom,3,3,3,333,9
1129,13874,358,18,540.45,180,United Kingdom,4,3,3,433,10
1130,13875,53,104,1786.79,1316,United Kingdom,3,1,1,311,5
1131,13876,63,7,122.7,36,United Kingdom,3,4,4,344,11
1132,13877,86,3,117.24,108,United Kingdom,3,4,4,344,11
1133,13878,54,35,1271.5699999999997,463,United Kingdom,3,3,2,332,8
1134,13880,21,165,3219.7700000000004,1842,United Kingdom,2,1,1,211,4
1135,13881,3,178,17159.52,10118,United Kingdom,1,1,1,111,3
1136,13882,2,65,1191.13,953,United Kingdom,1,2,2,122,5
1137,13883,10,142,2674.48,1436,United Kingdom,1,1,1,111,3
1138,13884,7,59,787.6000000000001,300,United Kingdom,1,2,2,122,5
1139,13885,189,28,506.8,182,United Kingdom,4,3,3,433,10
1140,13886,71,16,243.56,126,United Kingdom,3,4,4,344,11
1141,13887,204,19,349.54999999999995,147,United Kingdom,4,3,3,433,10
1142,13888,119,39,595.67,254,United Kingdom,3,3,3,333,9
1143,13889,92,15,416.9,146,United Kingdom,3,4,3,343,10
1144,13890,1,110,1883.8100000000004,831,United Kingdom,1,1,1,111,3
1145,13892,26,27,632.97,983,United Kingdom,2,3,3,233,8
1146,13893,297,21,821.1000000000001,190,United Kingdom,4,3,2,432,9
1147,13894,23,27,564.6200000000001,354,United Kingdom,2,3,3,233,8
1148,13895,28,118,2593.07,1365,United Kingdom,2,1,1,211,4
1149,13897,50,17,311.16,200,United Kingdom,2,4,3,243,9
1150,13898,325,12,155.93,133,United Kingdom,4,4,4,444,12
1151,13899,16,19,388.52,156,United Kingdom,1,3,3,133,7
1152,13900,183,43,740.9499999999999,430,United Kingdom,4,2,2,422,8
1153,13901,72,149,2867.2,1739,United Kingdom,3,1,1,311,5
1154,13904,37,26,332.64000000000004,332,United Kingdom,2,3,3,233,8
1155,13908,79,122,2369.55,1478,United Kingdom,3,1,1,311,5
1156,13911,57,148,2580.91,2731,United Kingdom,3,1,1,311,5
1157,13914,11,33,626.45,380,United Kingdom,1,3,3,133,7
1158,13917,49,18,272.04,228,United Kingdom,2,3,4,234,9
1159,13918,49,30,1212.8400000000004,1140,United Kingdom,2,3,2,232,7
1160,13919,59,28,384.81000000000006,474,Denmark,3,3,3,333,9
1161,13922,351,7,172.24999999999997,93,United Kingdom,4,4,4,444,12
1162,13923,53,20,351.13000000000005,185,United Kingdom,3,3,3,333,9
1163,13924,1,117,1838.85,1575,United Kingdom,1,1,1,111,3
1164,13925,92,41,678.25,331,United Kingdom,3,3,2,332,8
1165,13926,23,11,223.85,104,United Kingdom,2,4,4,244,10
1166,13927,74,21,348.99000000000007,214,United Kingdom,3,3,3,333,9
1167,13928,10,27,464.57,129,United Kingdom,1,3,3,133,7
1168,13929,169,9,842.65,143,United Kingdom,4,4,2,442,10
1169,13930,57,17,337.34,274,United Kingdom,3,4,3,343,10
1170,13931,95,58,1237.53,725,United Kingdom,3,2,2,322,7
1171,13932,294,16,307.4,72,United Kingdom,4,4,3,443,11
1172,13933,109,23,608.7899999999998,205,United Kingdom,3,3,3,333,9
1173,13934,263,31,922.1,390,United Kingdom,4,3,2,432,9
1174,13936,179,26,376.5799999999999,330,United Kingdom,4,3,3,433,10
1175,13937,169,9,158.85,123,United Kingdom,4,4,4,444,12
1176,13938,35,7,71.66,70,United Kingdom,2,4,4,244,10
1177,13939,23,45,568.55,847,United Kingdom,2,2,3,223,7
1178,13940,17,49,839.14,516,United Kingdom,1,2,2,122,5
1179,13941,21,45,5112.96,2364,United Kingdom,2,2,1,221,5
1180,13946,79,11,561.57,443,United Kingdom,3,4,3,343,10
1181,13947,65,5,90.6,44,United Kingdom,3,4,4,344,11
1182,13948,360,3,102.0,40,United Kingdom,4,4,4,444,12
1183,13949,2,160,2427.32,2474,United Kingdom,1,1,1,111,3
1184,13950,11,35,745.0600000000001,323,United Kingdom,1,3,2,132,6
1185,13951,176,39,674.4499999999998,459,United Kingdom,4,3,2,432,9
1186,13952,217,137,3251.071,1431,United Kingdom,4,1,1,411,6
1187,13953,7,20,3515.6799999999994,2724,United Kingdom,1,3,1,131,5
1188,13954,1,25,439.92,150,United Kingdom,1,3,3,133,7
1189,13955,154,33,322.96,154,United Kingdom,4,3,3,433,10
1190,13956,5,147,1019.27,486,United Kingdom,1,1,2,112,4
1191,13959,79,90,594.04,355,United Kingdom,3,2,3,323,8
1192,13960,21,12,230.22,142,United Kingdom,2,4,4,244,10
1193,13962,21,11,169.55,87,United Kingdom,2,4,4,244,10
1194,13963,308,35,664.5400000000001,460,United Kingdom,4,3,3,433,10
1195,13967,145,2,80.7,42,United Kingdom,4,4,4,444,12
1196,13969,7,619,9024.17,4528,United Kingdom,1,1,1,111,3
1197,13971,18,149,2758.26,1844,United Kingdom,2,1,1,211,4
1198,13972,70,15,190.25000000000003,187,United Kingdom,3,4,4,344,11
1199,13973,287,11,264.7,109,United Kingdom,4,4,4,444,12
1200,13974,49,28,413.59,249,United Kingdom,2,3,3,233,8
1201,13975,31,329,2461.24,1697,United Kingdom,2,1,1,211,4
1202,13976,206,10,357.98,154,United Kingdom,4,4,3,443,11
1203,13978,14,15,196.79,315,United Kingdom,1,4,4,144,9
1204,13979,73,54,869.8699999999998,639,United Kingdom,3,2,2,322,7
1205,13980,60,11,200.14,172,United Kingdom,3,4,4,344,11
1206,13982,39,111,1871.81,1136,United Kingdom,2,1,1,211,4
1207,13983,29,107,2603.4300000000003,1183,United Kingdom,2,1,1,211,4
1208,13984,26,16,920.51,679,United Kingdom,2,4,2,242,8
1209,13985,4,351,7060.13,3447,United Kingdom,1,1,1,111,3
1210,13986,17,13,320.46000000000004,430,United Kingdom,1,4,3,143,8
1211,13988,19,234,4147.96,3044,United Kingdom,2,1,1,211,4
1212,13989,65,41,1266.08,1313,United Kingdom,3,3,2,332,8
1213,13990,213,16,311.3,190,United Kingdom,4,4,3,443,11
1214,13991,12,82,852.88,995,United Kingdom,1,2,2,122,5
1215,13992,30,5,76.8,64,United Kingdom,2,4,4,244,10
1216,13993,42,121,3466.3600000000006,900,United Kingdom,2,1,1,211,4
1217,13994,3,148,2274.1400000000003,932,United Kingdom,1,1,1,111,3
1218,13995,15,86,1393.69,879,United Kingdom,1,2,2,122,5
1219,13999,10,208,3901.81,2243,United Kingdom,1,1,1,111,3
1220,14000,211,15,635.6600000000001,710,United Kingdom,4,4,3,443,11
1221,14001,45,39,2043.08,962,United Kingdom,2,3,1,231,6
1222,14002,134,47,529.7299999999999,877,United Kingdom,3,2,3,323,8
1223,14004,43,171,4582.639999999999,2668,United Kingdom,2,1,1,211,4
1224,14005,9,84,2874.72,2478,United Kingdom,1,2,1,121,4
1225,14006,115,30,962.19,641,United Kingdom,3,3,2,332,8
1226,14009,198,42,695.6099999999999,365,United Kingdom,4,2,2,422,8
1227,14012,277,11,328.8,160,United Kingdom,4,4,3,443,11
1228,14013,110,34,473.02,462,United Kingdom,3,3,3,333,9
1229,14014,77,39,505.18,1076,United Kingdom,3,3,3,333,9
1230,14015,52,20,917.34,378,United Kingdom,3,3,2,332,8
1231,14016,161,161,4341.21,2125,EIRE,4,1,1,411,6
1232,14019,46,66,1421.61,1037,United Kingdom,2,2,2,222,6
1233,14020,16,39,642.8000000000001,441,United Kingdom,1,3,3,133,7
1234,14021,155,22,631.9000000000001,192,United Kingdom,4,3,3,433,10
1235,14022,225,28,440.0,487,United Kingdom,4,3,3,433,10
1236,14023,7,31,584.0699999999999,345,United Kingdom,1,3,3,133,7
1237,14024,121,16,327.70000000000005,150,United Kingdom,3,4,3,343,10
1238,14027,60,6,104.82000000000002,62,United Kingdom,3,4,4,344,11
1239,14029,63,15,467.66,198,United Kingdom,3,4,3,343,10
1240,14030,18,242,2358.84,1478,United Kingdom,2,1,1,211,4
1241,14031,7,250,17286.86,5788,United Kingdom,1,1,1,111,3
1242,14032,2,143,2975.59,2032,United Kingdom,1,1,1,111,3
1243,14034,22,86,648.8900000000001,420,United Kingdom,2,2,3,223,7
1244,14035,28,66,1428.0200000000002,739,United Kingdom,2,2,2,222,6
1245,14036,284,38,626.65,268,United Kingdom,4,3,3,433,10
1246,14037,176,28,147.2,46,United Kingdom,4,3,4,434,11
1247,14038,78,92,1560.3799999999994,965,United Kingdom,3,2,2,322,7
1248,14039,33,6,152.2,92,United Kingdom,2,4,4,244,10
1249,14040,40,229,3560.32,1544,United Kingdom,2,1,1,211,4
1250,14041,266,21,141.41,94,United Kingdom,4,3,4,434,11
1251,14044,26,206,646.4200000000001,304,United Kingdom,2,1,3,213,6
1252,14045,109,6,1659.75,535,United Kingdom,3,4,2,342,9
1253,14046,284,14,154.99,460,United Kingdom,4,4,4,444,12
1254,14047,8,32,1308.61,381,United Kingdom,1,3,2,132,6
1255,14048,305,85,409.93,288,United Kingdom,4,2,3,423,9
1256,14049,16,478,5578.72,3808,United Kingdom,1,1,1,111,3
1257,14050,31,54,746.3599999999999,689,United Kingdom,2,2,2,222,6
1258,14051,0,210,15610.390000000005,3756,United Kingdom,1,1,1,111,3
1259,14052,19,56,225.36,89,United Kingdom,2,2,4,224,8
1260,14053,124,4,260.25,215,United Kingdom,3,4,4,344,11
1261,14054,65,6,92.46,62,United Kingdom,3,4,4,344,11
1262,14055,106,10,725.6400000000001,216,United Kingdom,3,4,2,342,9
1263,14056,1,1088,8152.710000000001,4252,United Kingdom,1,1,1,111,3
1264,14057,23,283,6211.66,4873,United Kingdom,2,1,1,211,4
1265,14059,266,8,183.6,128,United Kingdom,4,4,4,444,12
1266,14060,4,202,6140.42,5386,United Kingdom,1,1,1,111,3
1267,14062,9,111,10464.850000000002,5593,United Kingdom,1,1,1,111,3
1268,14064,29,77,1334.3399999999997,1772,United Kingdom,2,2,2,222,6
1269,14066,266,7,152.55,45,United Kingdom,4,4,4,444,12
1270,14067,63,52,374.7,361,United Kingdom,3,2,3,323,8
1271,14068,320,24,265.85,73,United Kingdom,4,3,4,434,11
1272,14071,3,323,1437.5700000000002,994,United Kingdom,1,1,2,112,4
1273,14073,32,13,151.04,130,United Kingdom,2,4,4,244,10
1274,14075,4,43,942.26,754,United Kingdom,1,2,2,122,5
1275,14076,129,44,118.67,79,United Kingdom,3,2,4,324,9
1276,14077,40,42,499.4200000000001,268,United Kingdom,2,2,3,223,7
1277,14078,101,65,1049.37,310,United Kingdom,3,2,2,322,7
1278,14079,124,12,375.0999999999999,301,United Kingdom,3,4,3,343,10
1279,14080,32,4,45.6,48,United Kingdom,2,4,4,244,10
1280,14081,302,150,921.62,592,United Kingdom,4,1,2,412,7
1281,14082,364,29,182.25,110,United Kingdom,4,3,4,434,11
1282,14083,4,177,1002.9,705,United Kingdom,1,1,2,112,4
1283,14085,2,448,4421.290000000001,3177,United Kingdom,1,1,1,111,3
1284,14087,2,68,191.47,250,United Kingdom,1,2,4,124,7
1285,14088,10,589,50491.81,12665,United Kingdom,1,1,1,111,3
1286,14089,56,13,158.75,133,United Kingdom,3,4,4,344,11
1287,14090,324,1,76.32000000000001,72,United Kingdom,4,4,4,444,12
1288,14092,7,214,4076.91,2066,United Kingdom,1,1,1,111,3
1289,14093,12,100,433.86,391,United Kingdom,1,1,3,113,5
1290,14096,4,5111,65164.79,16352,United Kingdom,1,1,1,111,3
1291,14098,36,21,147.34999999999997,104,United Kingdom,2,3,4,234,9
1292,14099,16,250,3104.17,2179,United Kingdom,1,1,1,111,3
1293,14100,137,25,191.95,63,United Kingdom,3,3,4,334,10
1294,14101,73,35,5976.790000000001,6942,United Kingdom,3,3,1,331,7
1295,14102,5,58,1105.88,769,United Kingdom,1,2,2,122,5
1296,14104,154,21,216.21,72,United Kingdom,4,3,4,434,11
1297,14105,239,74,1266.23,800,United Kingdom,4,2,2,422,8
1298,14107,51,123,2703.23,1793,United Kingdom,3,1,1,311,5
1299,14108,30,34,597.9100000000001,381,United Kingdom,2,3,3,233,8
1300,14109,72,9,144.2,88,United Kingdom,3,4,4,344,11
1301,14110,3,156,5683.1500000000015,2457,United Kingdom,1,1,1,111,3
1302,14111,14,10,692.85,458,United Kingdom,1,4,2,142,7
1303,14112,22,160,2915.15,1651,United Kingdom,2,1,1,211,4
1304,14113,3,34,1840.42,745,United Kingdom,1,3,1,131,5
1305,14114,273,15,386.53,101,United Kingdom,4,4,3,443,11
1306,14116,19,72,1382.7399999999998,707,United Kingdom,2,2,2,222,6
1307,14117,143,3,90.0,72,United Kingdom,4,4,4,444,12
1308,14121,3,159,2780.15,2082,United Kingdom,1,1,1,111,3
1309,14124,84,5,419.58,1618,United Kingdom,3,4,3,343,10
1310,14125,10,166,2720.63,1628,United Kingdom,1,1,1,111,3
1311,14126,7,15,706.1300000000001,508,United Kingdom,1,4,2,142,7
1312,14127,122,44,709.7099999999999,321,United Kingdom,3,2,2,322,7
1313,14128,60,46,637.5000000000002,564,United Kingdom,3,2,3,323,8
1314,14129,1,52,1123.86,592,United Kingdom,1,2,2,122,5
1315,14130,319,66,480.9100000000001,257,United Kingdom,4,2,3,423,9
1316,14132,2,200,3586.03,3368,United Kingdom,1,1,1,111,3
1317,14133,129,28,605.6399999999999,348,United Kingdom,3,3,3,333,9
1318,14135,1,134,4690.31,3850,United Kingdom,1,1,1,111,3
1319,14138,1,46,965.8800000000002,600,United Kingdom,1,2,2,122,5
1320,14139,46,26,415.82,510,United Kingdom,2,3,3,233,8
1321,14140,3,66,935.05,811,United Kingdom,1,2,2,122,5
1322,14141,2,40,915.13,355,United Kingdom,1,3,2,132,6
1323,14142,373,22,311.81,313,United Kingdom,4,3,3,433,10
1324,14143,133,7,115.8,30,United Kingdom,3,4,4,344,11
1325,14145,46,11,3742.2,756,United Kingdom,2,4,1,241,7
1326,14146,8,210,4191.0,2437,United Kingdom,1,1,1,111,3
1327,14147,78,5,483.4,108,United Kingdom,3,4,3,343,10
1328,14148,233,3,157.2,16,United Kingdom,4,4,4,444,12
1329,14149,220,28,446.62000000000006,218,United Kingdom,4,3,3,433,10
1330,14150,35,26,658.64,496,United Kingdom,2,3,3,233,8
1331,14152,75,49,621.29,711,United Kingdom,3,2,3,323,8
1332,14154,239,52,1345.62,465,United Kingdom,4,2,2,422,8
1333,14155,266,6,118.75,25,United Kingdom,4,4,4,444,12
1334,14156,9,1395,117210.08,57768,EIRE,1,1,1,111,3
1335,14157,19,46,424.89,271,United Kingdom,2,2,3,223,7
1336,14158,40,41,507.66,781,United Kingdom,2,3,3,233,8
1337,14159,19,1175,4630.35,4348,United Kingdom,2,1,1,211,4
1338,14161,215,104,1097.62,450,United Kingdom,4,1,2,412,7
1339,14162,173,25,289.36,142,United Kingdom,4,3,4,434,11
1340,14163,87,52,2445.9100000000003,893,United Kingdom,3,2,1,321,6
1341,14164,70,29,1631.7700000000004,1033,United Kingdom,3,3,2,332,8
1342,14165,275,24,120.44,53,United Kingdom,4,3,4,434,11
1343,14167,39,50,562.59,147,United Kingdom,2,2,3,223,7
1344,14171,98,58,363.79,167,United Kingdom,3,2,3,323,8
1345,14173,10,29,450.8400000000001,150,United Kingdom,1,3,3,133,7
1346,14174,33,26,134.46,94,United Kingdom,2,3,4,234,9
1347,14175,59,149,3222.3,1515,United Kingdom,3,1,1,311,5
1348,14176,297,31,576.9,209,United Kingdom,4,3,3,433,10
1349,14177,86,41,549.46,204,United Kingdom,3,3,3,333,9
1350,14178,8,318,1600.2600000000002,1494,United Kingdom,1,1,2,112,4
1351,14179,40,157,701.5699999999999,319,United Kingdom,2,1,2,212,5
1352,14180,10,240,4748.52,719,United Kingdom,1,1,1,111,3
1353,14184,66,24,452.89,127,United Kingdom,3,3,3,333,9
1354,14185,331,3,197.65,6,United Kingdom,4,4,4,444,12
1355,14188,30,65,2054.36,1162,United Kingdom,2,2,1,221,5
1356,14189,2,265,4654.08,3937,United Kingdom,1,1,1,111,3
1357,14191,1,259,4684.76,3662,United Kingdom,1,1,1,111,3
1358,14193,67,42,853.3900000000001,445,United Kingdom,3,2,2,322,7
1359,14194,4,579,11349.52,5840,United Kingdom,1,1,1,111,3
1360,14195,201,7,1011.9999999999998,760,United Kingdom,4,4,2,442,10
1361,14196,106,6,335.52,142,United Kingdom,3,4,3,343,10
1362,14198,18,39,701.4,290,United Kingdom,2,3,2,232,7
1363,14199,218,2,185.4,28,United Kingdom,4,4,4,444,12
1364,14201,60,37,747.4400000000002,590,United Kingdom,3,3,2,332,8
1365,14204,2,39,150.60999999999996,72,United Kingdom,1,3,4,134,8
1366,14205,16,24,466.7000000000001,204,United Kingdom,1,3,3,133,7
1367,14206,239,20,328.16,276,United Kingdom,4,3,3,433,10
1368,14208,94,10,151.73999999999998,114,United Kingdom,3,4,4,344,11
1369,14209,10,87,2073.4300000000003,691,United Kingdom,1,2,1,121,4
1370,14210,105,102,1905.84,760,United Kingdom,3,1,1,311,5
1371,14211,53,112,2241.1000000000004,1242,United Kingdom,3,1,1,311,5
1372,14212,89,9,1070.48,1152,United Kingdom,3,4,2,342,9
1373,14214,30,67,1004.38,751,United Kingdom,2,2,2,222,6
1374,14215,11,108,1789.72,1358,United Kingdom,1,1,1,111,3
1375,14216,3,59,1839.3,594,United Kingdom,1,2,1,121,4
1376,14217,1,100,2004.98,689,United Kingdom,1,1,1,111,3
1377,14218,42,12,169.48000000000002,160,United Kingdom,2,4,4,244,10
1378,14219,4,7,89.94,78,United Kingdom,1,4,4,144,9
1379,14220,247,21,632.3999999999999,272,United Kingdom,4,3,3,433,10
1380,14221,42,193,3432.8,2191,United Kingdom,2,1,1,211,4
1381,14222,177,41,683.1700000000001,607,United Kingdom,4,3,2,432,9
1382,14223,92,60,991.13,585,United Kingdom,3,2,2,322,7
1383,14224,110,113,1009.73,483,United Kingdom,3,1,2,312,6
1384,14226,28,66,2214.7899999999995,1296,United Kingdom,2,2,1,221,5
1385,14227,26,175,3350.96,1820,United Kingdom,2,1,1,211,4
1386,14229,51,40,1547.2,610,United Kingdom,3,3,2,332,8
1387,14231,183,50,925.71,409,United Kingdom,4,2,2,422,8
1388,14232,42,115,2048.07,1941,United Kingdom,2,1,1,211,4
1389,14233,49,35,1462.7200000000005,680,United Kingdom,2,3,2,232,7
1390,14234,22,147,754.1200000000001,951,United Kingdom,2,1,2,212,5
1391,14235,75,79,3144.86,1959,United Kingdom,3,2,1,321,6
1392,14236,80,15,490.86,310,United Kingdom,3,4,3,343,10
1393,14237,373,9,161.00000000000003,38,United Kingdom,4,4,4,444,12
1394,14238,326,8,146.85,111,United Kingdom,4,4,4,444,12
1395,14239,43,112,2380.8500000000004,993,United Kingdom,2,1,1,211,4
1396,14240,30,42,890.3400000000001,418,United Kingdom,2,2,2,222,6
1397,14241,183,10,213.70000000000005,146,United Kingdom,4,4,4,444,12
1398,14242,234,16,280.55,123,United Kingdom,4,4,4,444,12
1399,14243,8,141,2588.7699999999995,1221,United Kingdom,1,1,1,111,3
1400,14245,219,108,1693.4499999999998,976,United Kingdom,4,1,1,411,6
1401,14246,110,75,1474.0600000000002,804,United Kingdom,3,2,2,322,7
1402,14247,278,20,136.76999999999998,47,United Kingdom,4,3,4,434,11
1403,14248,318,8,302.58,102,United Kingdom,4,4,4,444,12
1404,14250,7,111,1904.05,1200,United Kingdom,1,1,1,111,3
1405,14251,1,78,2879.7,1674,United Kingdom,1,2,1,121,4
1406,14256,260,53,969.06,414,United Kingdom,4,2,2,422,8
1407,14257,64,106,3099.7200000000003,1682,United Kingdom,3,1,1,311,5
1408,14258,9,111,12669.98,7100,United Kingdom,1,1,1,111,3
1409,14259,141,5,120.0,68,United Kingdom,3,4,4,344,11
1410,14261,50,52,1163.45,406,United Kingdom,2,2,2,222,6
1411,14262,8,143,2618.23,1645,United Kingdom,1,1,1,111,3
1412,14264,154,17,333.97,70,United Kingdom,4,4,3,443,11
1413,14265,109,31,530.18,330,Unspecified,3,3,3,333,9
1414,14267,162,55,1516.24,530,United Kingdom,4,2,2,422,8
1415,14270,331,29,492.65,197,United Kingdom,4,3,3,433,10
1416,14271,225,10,112.32,88,United Kingdom,4,4,4,444,12
1417,14272,73,33,437.96,599,United Kingdom,3,3,3,333,9
1418,14273,51,29,559.97,264,United Kingdom,3,3,3,333,9
1419,14276,98,64,1119.7400000000002,744,United Kingdom,3,2,2,322,7
1420,14277,15,222,4188.0,1976,France,1,1,1,111,3
1421,14280,196,8,134.04,52,United Kingdom,4,4,4,444,12
1422,14282,3,154,3701.440000000001,2656,United Kingdom,1,1,1,111,3
1423,14284,30,32,595.25,161,United Kingdom,2,3,3,233,8
1424,14285,21,27,1910.01,541,United Kingdom,2,3,1,231,6
1425,14286,23,280,4628.75,4338,United Kingdom,2,1,1,211,4
1426,14287,8,9,176.63,261,United Kingdom,1,4,4,144,9
1427,14288,213,16,426.6,188,United Kingdom,4,4,3,443,11
1428,14289,8,47,911.26,292,United Kingdom,1,2,2,122,5
1429,14290,11,101,2314.65,915,United Kingdom,1,1,1,111,3
1430,14291,1,237,3883.25,2749,United Kingdom,1,1,1,111,3
1431,14292,7,100,4871.929999999999,1663,United Kingdom,1,1,1,111,3
1432,14293,3,61,1046.56,709,United Kingdom,1,2,2,122,5
1433,14295,40,5,166.2,84,United Kingdom,2,4,4,244,10
1434,14297,17,62,1305.3299999999997,865,United Kingdom,1,2,2,122,5
1435,14298,8,1637,51527.3,58343,United Kingdom,1,1,1,111,3
1436,14299,8,143,3965.62,2149,United Kingdom,1,1,1,111,3
1437,14300,18,3,43.2,32,United Kingdom,2,4,4,244,10
1438,14301,117,13,640.1400000000001,606,United Kingdom,3,4,3,343,10
1439,14304,222,17,383.4500000000001,139,United Kingdom,4,4,3,443,11
1440,14305,71,105,1858.9600000000005,1089,United Kingdom,3,1,1,311,5
1441,14306,51,33,2093.32,1075,United Kingdom,3,3,1,331,7
1442,14307,88,180,2995.72,2058,United Kingdom,3,1,1,311,5
1443,14309,8,117,2352.53,1633,United Kingdom,1,1,1,111,3
1444,14311,242,20,310.26,146,United Kingdom,4,3,3,433,10
1445,14312,46,87,1611.59,1012,United Kingdom,2,2,2,222,6
1446,14314,106,8,120.0,296,United Kingdom,3,4,4,344,11
1447,14315,44,101,2481.13,1021,United Kingdom,2,1,1,211,4
1448,14317,64,24,508.58,255,United Kingdom,3,3,3,333,9
1449,14320,206,31,477.79,325,United Kingdom,4,3,3,433,10
1450,14321,10,123,1530.7500000000002,2406,United Kingdom,1,1,2,112,4
1451,14323,114,36,605.0600000000001,350,United Kingdom,3,3,3,333,9
1452,14326,242,8,183.85,103,United Kingdom,4,4,4,444,12
1453,14327,163,12,311.65000000000003,139,United Kingdom,4,4,3,443,11
1454,14329,17,258,4975.24,3087,United Kingdom,1,1,1,111,3
1455,14331,124,28,462.66,252,United Kingdom,3,3,3,333,9
1456,14332,22,25,840.21,463,United Kingdom,2,3,2,232,7
1457,14333,67,15,415.2,58,United Kingdom,3,4,3,343,10
1458,14334,16,162,2552.2100000000005,1731,United Kingdom,1,1,1,111,3
1459,14335,16,60,454.86,375,Germany,1,2,3,123,6
1460,14336,16,90,1614.91,1759,United Kingdom,1,2,2,122,5
1461,14338,161,31,588.2199999999999,335,United Kingdom,4,3,3,433,10
1462,14339,242,14,309.52,168,United Kingdom,4,4,3,443,11
1463,14340,218,6,134.7,58,United Kingdom,4,4,4,444,12
1464,14341,45,128,2166.98,1397,United Kingdom,2,1,1,211,4
1465,14342,21,21,668.5600000000002,347,United Kingdom,2,3,3,233,8
1466,14344,127,71,889.9300000000002,477,United Kingdom,3,2,2,322,7
1467,14345,38,6,108.98,50,United Kingdom,2,4,4,244,10
1468,14346,120,60,1021.58,605,United Kingdom,3,2,2,322,7
1469,14348,260,18,409.57,183,United Kingdom,4,3,3,433,10
1470,14349,10,31,133.5,86,United Kingdom,1,3,4,134,8
1471,14350,274,18,282.92999999999995,183,United Kingdom,4,3,4,434,11
1472,14351,164,1,51.0,12,United Kingdom,4,4,4,444,12
1473,14352,157,47,1078.9600000000005,538,United Kingdom,4,2,2,422,8
1474,14353,215,6,90.6,64,United Kingdom,4,4,4,444,12
1475,14354,5,9,163.62,210,United Kingdom,1,4,4,144,9
1476,14355,365,11,174.4,92,United Kingdom,4,4,4,444,12
1477,14356,79,33,701.23,277,United Kingdom,3,3,2,332,8
1478,14357,43,40,225.12,147,United Kingdom,2,3,4,234,9
1479,14359,19,55,912.18,371,United Kingdom,2,2,2,222,6
1480,14360,31,117,2118.03,1139,United Kingdom,2,1,1,211,4
1481,14362,22,37,151.50000000000003,96,United Kingdom,2,3,4,234,9
1482,14364,108,69,3717.35,1967,United Kingdom,3,2,1,321,6
1483,14367,8,521,9227.82,4426,United Kingdom,1,1,1,111,3
1484,14368,319,8,155.0,36,United Kingdom,4,4,4,444,12
1485,14371,295,4,100.5,34,United Kingdom,4,4,4,444,12
1486,14373,358,4,76.55,17,United Kingdom,4,4,4,444,12
1487,14375,185,66,235.56,184,United Kingdom,4,2,4,424,10
1488,14377,191,11,617.05,219,United Kingdom,4,4,3,443,11
1489,14379,44,46,348.1,292,United Kingdom,2,2,3,223,7
1490,14381,52,56,202.68,146,United Kingdom,3,2,4,324,9
1491,14382,26,126,615.4899999999999,1231,United Kingdom,2,1,3,213,6
1492,14383,38,59,1247.69,817,United Kingdom,2,2,2,222,6
1493,14385,9,14,202.11,159,United Kingdom,1,4,4,144,9
1494,14386,296,7,142.4,54,United Kingdom,4,4,4,444,12
1495,14387,32,139,1727.6,795,United Kingdom,2,1,1,211,4
1496,14388,10,186,3212.84,1941,United Kingdom,1,1,1,111,3
1497,14389,65,45,1043.46,729,United Kingdom,3,2,2,322,7
1498,14390,10,284,4642.57,2133,United Kingdom,1,1,1,111,3
1499,14393,218,5,67.94999999999999,13,United Kingdom,4,4,4,444,12
1500,14395,2,348,3479.91,1689,United Kingdom,1,1,1,111,3
1501,14396,65,73,487.99000000000007,225,United Kingdom,3,2,3,323,8
