CustomerID,recency,frequency,monetary_value
13791,127,11,1516.0
13792,66,13,195.54999999999995
13798,1,349,37153.85
13799,116,39,688.8600000000001
13800,309,33,558.32
13801,66,23,324.79999999999995
13802,138,60,4599.42
13803,255,17,277.07000000000005
13804,30,135,2588.39
13805,52,13,924.5999999999999
13806,63,10,256.38
13807,367,7,112.6
13808,5,76,1747.6600000000003
13809,305,12,155.05
13810,28,35,1499.0100000000002
13811,183,13,814.5
13812,42,36,539.0
13813,39,69,1366.8600000000001
13814,92,57,1579.1200000000001
13815,22,176,4027.36
13816,23,28,571.6700000000001
13817,29,24,382.97999999999996
13819,301,36,1140.35
13821,144,59,385.64
13822,5,96,632.0
13823,18,40,957.66
13824,32,46,1698.94
13826,176,10,189.5
13827,57,92,409.8
13828,22,15,209.49000000000004
13831,16,72,2198.45
13832,19,3,52.199999999999996
13833,159,28,383.8499999999999
13835,25,55,834.57
13837,211,18,266.59000000000003
13838,5,165,674.82
13841,252,1,85.0
13842,58,206,3385.6200000000003
13844,11,20,361.62
13845,64,9,312.98
13846,24,55,865.0600000000002
13848,92,5,1255.0
13849,51,101,1537.95
13850,129,93,1595.4800000000002
13851,95,81,2651.4599999999996
13853,57,23,1090.1399999999999
13854,8,110,8109.52
13856,168,14,388.5
13858,57,11,216.17000000000002
13859,326,28,201.16
13860,1,76,1245.9
13862,18,139,2209.36
13863,247,20,305.78
13865,58,30,501.56
13866,74,7,145.67
13867,31,60,1005.0899999999999
13868,7,33,3192.54
13869,123,304,3083.65
13870,2,115,2770.94
13871,22,336,6403.25
13873,119,23,389.59999999999997
13874,358,18,540.45
13875,53,104,1786.79
13876,63,7,122.69999999999999
13877,86,3,117.24000000000001
13878,54,35,1271.5699999999997
13880,21,165,3219.7700000000004
13881,3,178,17159.52
13882,2,65,1191.13
13883,10,142,2674.48
13884,7,59,787.6000000000001
13885,189,28,506.8
13886,71,16,243.56
13887,204,19,349.54999999999995
13888,119,39,595.67
13889,92,15,416.9
13890,1,110,1883.8100000000004
13892,26,27,632.97
13893,297,21,821.1000000000001
13894,23,27,564.6200000000001
13895,28,118,2593.0699999999997
13897,50,17,311.15999999999997
13898,325,12,155.93
13899,16,19,388.52
13900,183,43,740.9499999999999
13901,72,149,2867.2
13904,37,26,332.64000000000004
13908,79,122,2369.55
13911,57,148,2580.91
13914,11,33,626.45
13917,49,18,272.03999999999996
13918,49,30,1212.8400000000004
13919,59,28,384.81000000000006
13922,351,7,172.24999999999997
13923,53,20,351.13000000000005
13924,1,117,1838.85
13925,92,41,678.25
13926,23,11,223.85000000000002
13927,74,21,348.99000000000007
13928,10,27,464.57
13929,169,9,842.65
13930,57,17,337.34
13931,95,58,1237.53
13932,294,16,307.4
13933,109,23,608.7899999999998
13934,263,31,922.0999999999999
13936,179,26,376.5799999999999
13937,169,9,158.85
13938,35,7,71.66
13939,23,45,568.55
13940,17,49,839.14
13941,21,45,5112.96
13946,79,11,561.57
13947,65,5,90.6
13948,360,3,101.99999999999999
13949,2,160,2427.3199999999997
13950,11,35,745.0600000000001
13951,176,39,674.4499999999998
13952,217,137,3251.071
13953,7,20,3515.6799999999994
13954,1,25,439.92
13955,154,33,322.96
13956,5,147,1019.2700000000001
13959,79,90,594.04
13960,21,12,230.22
13962,21,11,169.55
13963,308,35,664.5400000000001
13967,145,2,80.7
13969,7,619,9024.17
13971,18,149,2758.26
13972,70,15,190.25000000000003
13973,287,11,264.7
13974,49,28,413.59
13975,31,329,2461.24
13976,206,10,357.98
13978,14,15,196.79
13979,73,54,869.8699999999998
13980,60,11,200.14000000000001
13982,39,111,1871.81
13983,29,107,2603.4300000000003
13984,26,16,920.51
13985,4,351,7060.13
13986,17,13,320.46000000000004
13988,19,234,4147.96
13989,65,41,1266.08
13990,213,16,311.3
13991,12,82,852.88
13992,30,5,76.8
13993,42,121,3466.3600000000006
13994,3,148,2274.1400000000003
13995,15,86,1393.69
13999,10,208,3901.81
14000,211,15,635.6600000000001
14001,45,39,2043.0800000000002
14002,134,47,529.7299999999999
14004,43,171,4582.639999999999
14005,9,84,2874.72
14006,115,30,962.1899999999999
14009,198,42,695.6099999999999
14012,277,11,328.8
14013,110,34,473.02
14014,77,39,505.18
14015,52,20,917.34
14016,161,161,4341.21
14019,46,66,1421.61
14020,16,39,642.8000000000001
14021,155,22,631.9000000000001
14022,225,28,440.0
14023,7,31,584.0699999999999
14024,121,16,327.70000000000005
14027,60,6,104.82000000000002
14029,63,15,467.66
14030,18,242,2358.8399999999997
14031,7,250,17286.86
14032,2,143,2975.59
14034,22,86,648.8900000000001
14035,28,66,1428.0200000000002
14036,284,38,626.65
14037,176,28,147.2
14038,78,92,1560.3799999999994
14039,33,6,152.2
14040,40,229,3560.32
14041,266,21,141.41
14044,26,206,646.4200000000001
14045,109,6,1659.75
14046,284,14,154.99
14047,8,32,1308.6100000000001
14048,305,85,409.93
14049,16,478,5578.72
14050,31,54,746.3599999999999
14051,0,210,15610.390000000003
14052,19,56,225.36
14053,124,4,260.25
14054,65,6,92.46
14055,106,10,725.6400000000001
14056,1,1088,8152.710000000001
14057,23,283,6211.66
14059,266,8,183.6
14060,4,202,6140.42
14062,9,111,10464.850000000002
14064,29,77,1334.3399999999997
14066,266,7,152.55
14067,63,52,374.7
14068,320,24,265.85
14071,3,323,1437.5700000000002
14073,32,13,151.04
14075,4,43,942.26
14076,129,44,118.67
14077,40,42,499.4200000000001
14078,101,65,1049.37
14079,124,12,375.0999999999999
14080,32,4,45.599999999999994
14081,302,150,921.62
14082,364,29,182.24999999999997
14083,4,177,1002.9000000000001
14085,2,448,4421.290000000001
14087,2,68,191.47
14088,10,589,50491.81
14089,56,13,158.75
14090,324,1,76.32000000000001
14092,7,214,4076.91
14093,12,100,433.85999999999996
14096,4,5111,65164.79
14098,36,21,147.34999999999997
14099,16,250,3104.17
14100,137,25,191.95000000000002
14101,73,35,5976.790000000001
14102,5,58,1105.8799999999999
14104,154,21,216.20999999999998
14105,239,74,1266.23
14107,51,123,2703.23
14108,30,34,597.9100000000001
14109,72,9,144.2
14110,3,156,5683.1500000000015
14111,14,10,692.85
14112,22,160,2915.15
14113,3,34,1840.4199999999998
14114,273,15,386.53
14116,19,72,1382.7399999999998
14117,143,3,90.0
14121,3,159,2780.15
14124,84,5,419.58000000000004
14125,10,166,2720.63
14126,7,15,706.1300000000001
14127,122,44,709.7099999999999
14128,60,46,637.5000000000002
14129,1,52,1123.8600000000001
14130,319,66,480.9100000000001
14132,2,200,3586.0299999999997
14133,129,28,605.6399999999999
14135,1,134,4690.3099999999995
14138,1,46,965.8800000000002
14139,46,26,415.81999999999994
14140,3,66,935.05
14141,2,40,915.1300000000001
14142,373,22,311.81
14143,133,7,115.8
14145,46,11,3742.2
14146,8,210,4191.0
14147,78,5,483.4
14148,233,3,157.2
14149,220,28,446.62000000000006
14150,35,26,658.64
14152,75,49,621.29
14154,239,52,1345.62
14155,266,6,118.75
14156,9,1395,117210.08
14157,19,46,424.89000000000004
14158,40,41,507.65999999999997
14159,19,1175,4630.35
14161,215,104,1097.62
14162,173,25,289.36
14163,87,52,2445.9100000000003
14164,70,29,1631.7700000000004
14165,275,24,120.44
14167,39,50,562.59
14171,98,58,363.79
14173,10,29,450.8400000000001
14174,33,26,134.46
14175,59,149,3222.3
14176,297,31,576.9
14177,86,41,549.46
14178,8,318,1600.2600000000002
14179,40,157,701.5699999999999
14180,10,240,4748.52
14184,66,24,452.89
14185,331,3,197.65
14188,30,65,2054.36
14189,2,265,4654.08
14191,1,259,4684.76
14193,67,42,853.3900000000001
14194,4,579,11349.52
14195,201,7,1011.9999999999998
14196,106,6,335.52
14198,18,39,701.4
14199,218,2,185.39999999999998
14201,60,37,747.4400000000002
14204,2,39,150.60999999999996
14205,16,24,466.70000000000005
14206,239,20,328.15999999999997
14208,94,10,151.73999999999998
14209,10,87,2073.4300000000003
14210,105,102,1905.8400000000001
14211,53,112,2241.1000000000004
14212,89,9,1070.48
14214,30,67,1004.3800000000001
14215,11,108,1789.72
14216,3,59,1839.3000000000002
14217,1,100,2004.9799999999998
14218,42,12,169.48000000000002
14219,4,7,89.94
14220,247,21,632.3999999999999
14221,42,193,3432.8
14222,177,41,683.1700000000001
14223,92,60,991.1300000000001
14224,110,113,1009.73
14226,28,66,2214.7899999999995
14227,26,175,3350.96
14229,51,40,1547.2
14231,183,50,925.71
14232,42,115,2048.07
14233,49,35,1462.7200000000003
14234,22,147,754.1200000000001
14235,75,79,3144.86
14236,80,15,490.86
14237,373,9,161.00000000000003
14238,326,8,146.85
14239,43,112,2380.8500000000004
14240,30,42,890.3400000000001
14241,183,10,213.70000000000005
14242,234,16,280.55
14243,8,141,2588.7699999999995
14245,219,108,1693.4499999999998
14246,110,75,1474.0600000000002
14247,278,20,136.76999999999998
14248,318,8,302.58
14250,7,111,1904.05
14251,1,78,2879.7
14256,260,53,969.06
14257,64,106,3099.7200000000003
14258,9,111,12669.98
14259,141,5,120.0
14261,50,52,1163.45
14262,8,143,2618.2299999999996
14264,154,17,333.97
14265,109,31,530.18
14267,162,55,1516.24
14270,331,29,492.65
14271,225,10,112.32
14272,73,33,437.96000000000004
14273,51,29,559.97
14276,98,64,1119.7400000000002
14277,15,222,4188.0
14280,196,8,134.04
14282,3,154,3701.4400000000005
14284,30,32,595.25
14285,21,27,1910.0100000000002
14286,23,280,4628.75
14287,8,9,176.63
14288,213,16,426.6
14289,8,47,911.26
14290,11,101,2314.6499999999996
14291,1,237,3883.25
14292,7,100,4871.929999999999
14293,3,61,1046.56
14295,40,5,166.2
14297,17,62,1305.3299999999997
14298,8,1637,51527.299999999996
14299,8,143,3965.62
14300,18,3,43.2
14301,117,13,640.1400000000001
14304,222,17,383.45000000000005
14305,71,105,1858.9600000000003
14306,51,33,2093.3199999999997
14307,88,180,2995.72
14309,8,117,2352.53
14311,242,20,310.26
14312,46,87,1611.59
14314,106,8,120.0
14315,44,101,2481.13
14317,64,24,508.58
14320,206,31,477.78999999999996
14321,10,123,1530.7500000000002
14323,114,36,605.0600000000001
14326,242,8,183.85000000000002
14327,163,12,311.65000000000003
14329,17,258,4975.24
14331,124,28,462.65999999999997
14332,22,25,840.21
14333,67,15,415.2
14334,16,162,2552.2100000000005
14335,16,60,454.85999999999996
14336,16,90,1614.91
14338,161,31,588.2199999999999
14339,242,14,309.52
14340,218,6,134.7
14341,45,128,2166.9799999999996
14342,21,21,668.5600000000002
14344,127,71,889.9300000000002
14345,38,6,108.97999999999999
14346,120,60,1021.58
14348,260,18,409.57
14349,10,31,133.5
14350,274,18,282.92999999999995
14351,164,1,51.0
14352,157,47,1078.9600000000003
14353,215,6,90.6
14354,5,9,163.62
14355,365,11,174.4
14356,79,33,701.23
14357,43,40,225.12
14359,19,55,912.1800000000001
14360,31,117,2118.03
14362,22,37,151.50000000000003
14364,108,69,3717.35
14367,8,521,9227.82
14368,319,8,155.0
14371,295,4,100.5
14373,358,4,76.55
14375,185,66,235.56
14377,191,11,617.05
14379,44,46,348.1
14381,52,56,202.68
14382,26,126,615.4899999999999
14383,38,59,1247.69
14385,9,14,202.10999999999999
14386,296,7,142.4
14387,32,139,1727.6000000000001
14388,10,186,3212.84
14389,65,45,1043.46
14390,10,284,4642.57
14393,218,5,67.94999999999999
14395,2,348,3479.91
14396,65,73,487.99000000000007
14397,2,87,2612.96
14400,149,25,574.6999999999999
14401,4,182,4051.4799999999996
14403,130,20,1475.8100000000002
14404,33,100,1449.3200000000002
14406,119,8,156.75
14407,107,73,2157.73
14408,10,106,2599.03
14409,71,54,2059.4500000000003
14410,92,190,1100.2700000000002
14411,310,14,1063.0
14412,42,43,770.0300000000001
14413,362,22,121.05000000000001
14414,91,97,1496.98
14415,1,579,5855.57
14416,22,14,490.2200000000001
14418,3,124,1937.25
14419,10,202,1051.79
14420,99,29,387.52
14421,57,27,813.1100000000001
14422,0,222,4263.639999999999
14423,218,3,265.2
14424,17,1,322.08
14426,23,224,4481.67
14427,50,17,363.34000000000003
14428,7,137,1224.0600000000002
14431,302,17,470.36
14432,9,377,2248.5
14434,21,12,1372.8
14436,98,9,89.06
14437,365,5,63.0
14438,306,9,131.9
14439,319,32,2661.24
14440,8,55,2357.6800000000003
14441,0,51,1712.8900000000003
14442,204,63,1589.82
14443,53,93,1420.2
14446,0,277,1010.35
14447,18,70,1163.2300000000002
14448,9,20,375.35
14449,18,250,885.8000000000001
14450,180,40,483.24999999999994
14451,60,105,643.9000000000001
14452,10,60,259.05
14453,190,22,119.93
14456,5,947,3017.28
14457,310,4,113.64
14459,155,37,1837.92
14460,110,16,434.34000000000003
14461,148,180,2103.0599999999995
14462,66,233,1980.57
14463,98,6,529.62
14465,246,123,1038.44
14466,29,72,2272.4
14467,17,89,596.2600000000001
14470,11,43,461.19000000000005
14472,103,265,1852.67
14473,74,7,234.34
14474,46,29,547.6600000000001
14475,71,42,925.8499999999999
14476,257,17,193.0
14477,19,10,1309.6000000000001
14479,253,18,316.24999999999994
14480,11,13,279.05
14481,164,30,636.51
14482,18,137,2022.81
14483,281,9,137.1
14484,50,14,321.92
14485,38,46,162.8
14487,26,140,1165.48
14488,67,46,1064.2800000000002
14489,207,30,463.38
14491,175,17,340.93
14493,7,120,2383.2400000000002
14494,25,7,139.56
14495,50,6,123.79999999999998
14496,311,19,538.8100000000001
14497,309,29,475.37
14498,42,193,1957.3200000000002
14499,26,190,808.44
14500,88,7,356.85
14501,183,10,251.21
14502,19,608,2429.83
14503,3,164,3543.26
14504,47,107,673.26
14505,17,785,5859.43
14506,17,295,1960.6499999999999
14507,23,95,1367.8799999999997
14508,22,55,268.05000000000007
14511,11,68,1314.8100000000002
14512,187,23,275.28
14513,100,12,455.59000000000003
14514,61,69,990.2
14515,17,98,2076.8900000000003
14517,33,18,330.45000000000005
14518,64,16,174.37
14520,1,4,270.6
14522,24,17,974.54
14523,108,12,241.09
14524,31,197,1843.83
14525,19,282,4215.900000000001
14527,2,971,8507.130000000001
14528,37,18,364.21999999999997
14529,60,213,578.6099999999999
14530,25,213,2862.11
14532,236,64,932.8500000000001
14533,24,62,1949.7200000000003
14534,2,508,4397.3
14535,60,328,2854.84
14536,259,18,170.95
14537,57,10,355.56000000000006
14538,64,19,388.24999999999994
14539,15,32,537.48
14540,9,71,952.66
14541,58,105,1453.35
14542,185,5,103.25000000000001
14543,28,71,3599.73
14544,24,111,2004.3000000000004
14546,5,397,2573.9300000000003
14547,3,355,3974.7500000000005
14548,150,4,652.8
14549,311,56,289.24
14550,10,47,757.3700000000001
14551,18,10,186.23000000000002
14552,151,57,164.22
14553,19,113,859.2700000000001
14554,10,203,2279.4900000000002
14555,57,19,312.54
14557,85,16,788.38
14560,7,74,2237.7699999999995
14561,75,69,1080.76
14562,3,419,5006.77
14565,95,127,3099.1200000000003
14566,110,4,1432.0
14567,56,33,1530.3600000000001
14569,1,12,227.38999999999996
14570,280,29,218.06
14572,3,262,2804.54
14573,179,227,1639.8200000000002
14576,372,1,35.400000000000006
14577,12,123,859.7100000000002
14578,3,24,168.63
14581,16,17,138.6
14582,40,6,114.11
14583,5,302,986.9599999999999
14584,169,98,1033.0600000000002
14585,50,29,157.05
14586,276,19,237.36
14587,18,371,1580.29
14589,371,3,39.75
14591,15,176,1320.21
14592,35,158,557.9399999999999
14593,21,151,617.15
14594,7,52,363.3299999999999
14595,19,102,1740.6000000000001
14597,11,47,866.2400000000001
14598,44,50,221.97
14600,305,25,393.33
14601,10,7,213.96000000000004
14603,274,2,660.0
14606,1,2677,12076.15
14607,15,81,16209.5
14608,4,20,1785.1499999999999
14609,72,4,601.5600000000001
14616,242,3,406.08000000000004
14618,9,16,553.44
14619,245,20,394.43999999999994
14620,205,26,412.78000000000003
14621,1,92,1788.3600000000004
14622,184,21,320.58
14623,32,133,886.7
14624,57,13,225.84999999999997
14625,196,53,899.63
14626,23,122,2791.27
14628,91,24,671.9599999999999
14629,4,150,955.2600000000001
14631,50,41,1006.98
14632,262,8,114.56
14633,266,20,344.9000000000001
14636,36,28,609.8500000000001
14638,50,16,443.6
14639,52,172,2984.49
14640,24,105,2107.38
14641,21,7,110.46
14642,58,2,96.12
14643,170,31,693.81
14644,67,26,830.76
14645,156,30,597.0899999999999
14646,1,2080,280206.02
14647,201,28,236.04
14649,4,186,1402.59
14651,67,101,653.7499999999998
14652,77,29,114.18
14653,1,234,1926.6499999999999
14655,8,49,1932.23
14656,169,80,291.05
14657,17,126,848.22
14658,5,29,247.14999999999998
14659,8,253,2529.93
14660,86,30,285.73999999999995
14661,26,4,107.95
14662,28,157,741.3699999999999
14664,19,98,636.24
14665,60,90,1835.6999999999998
14666,24,14,195.25
14667,10,567,9175.04
14669,241,166,1259.2400000000002
14670,280,123,392.86
14672,234,61,765.55
14673,3,74,1736.4
14675,16,97,596.36
14676,31,42,2548.2400000000002
14680,25,258,28754.11
14681,71,7,498.95
14682,187,2,52.0
14684,25,390,1201.5099999999998
14687,106,15,628.3799999999999
14688,7,324,5579.1
14689,208,13,112.80000000000001
14690,44,48,355.05000000000007
14691,30,71,2114.33
14692,137,68,591.5500000000001
14693,264,8,172.9
14696,4,130,2078.95
14697,218,22,188.60999999999996
14698,1,200,1217.27
14699,214,8,109.13000000000001
14700,32,112,2195.0999999999995
14701,10,327,2526.09
14702,1,342,3251.79
14703,14,22,318.16999999999996
14704,11,393,1493.96
14705,198,1,179.0
14708,2,28,1126.37
14709,15,196,4921.040000000001
14710,14,136,599.48
14711,10,345,2839.62
14712,29,25,917.07
14713,9,338,2662.2000000000003
14714,24,10,160.19
14715,24,71,867.3800000000001
14716,43,51,307.50999999999993
14719,1,235,1581.8400000000001
14720,5,37,663.8100000000002
14722,147,28,180.42
14723,10,259,1122.3600000000001
14725,24,47,655.5800000000002
14727,274,10,268.58
14729,373,71,313.49000000000007
14730,1,462,1897.5700000000002
14731,47,45,380.02000000000004
14732,8,147,2702.49
14733,16,202,9585.91
14735,3,194,6065.6900000000005
14737,3,17,1164.55
14738,42,54,1314.45
14739,4,60,3902.2799999999997
14740,197,89,1448.2099999999998
14741,11,59,1400.3400000000001
14744,16,26,1099.98
14745,112,69,1220.2600000000002
14747,249,18,328.19999999999993
14748,29,89,1415.75
14752,43,5,389.63999999999993
14753,87,30,563.1499999999999
14754,44,41,638.05
14755,9,235,5010.280000000001
14756,15,38,738.9599999999998
14757,75,19,420.50000000000006
14758,144,71,1484.06
14759,4,102,1625.97
14760,297,5,89.2
14761,58,11,255.89999999999998
14762,263,21,300.52
14764,46,6,278.3
14765,29,39,254.11
14766,8,135,2473.37
14768,17,5,192.60000000000002
14769,2,1062,10416.98
14770,232,52,876.42
14772,112,9,139.26
14775,58,60,1011.8999999999999
14776,51,117,2538.2999999999997
14778,127,35,730.8599999999999
14779,280,41,386.15
14780,54,27,447.68
14782,319,6,200.10000000000002
14784,26,15,289.99
14785,10,3,77.4
14788,7,30,679.4399999999998
14789,28,6,197.64000000000001
14790,16,46,745.0600000000001
14792,63,2,6.2
14793,21,14,228.99
14794,2,80,1319.91
14795,166,6,131.45
14796,1,1132,7975.49
14798,52,12,173.74
14799,51,13,157.70000000000002
14800,47,383,4331.790000000001
14801,61,57,189.34
14803,162,44,845.55
14804,8,12,353.27
14805,15,46,546.4000000000001
14806,75,11,193.39
14808,39,231,2718.6
14810,40,254,2085.33
14813,369,29,152.87999999999997
14815,36,53,778.5
14816,197,4,271.85
14817,200,63,1110.3400000000001
14818,73,48,657.8
14819,64,13,272.07
14820,21,29,507.28999999999996
14821,366,2,48.800000000000004
14823,180,70,321.42999999999995
14824,10,29,1127.7100000000003
14825,3,120,2221.0100000000007
14828,196,17,2139.76
14829,29,42,697.55
14830,53,39,188.88
14834,17,67,1720.3
14836,10,6,102.44999999999999
14837,89,108,1649.5000000000002
14840,267,4,62.85
14841,53,138,3295.7599999999998
14842,43,145,2824.6899999999996
14844,63,130,3189.8100000000004
14847,148,13,309.4
14849,21,388,7930.54
14850,311,21,325.75
14851,23,28,511.3499999999999
14852,58,143,2836.69
14853,24,9,475.79999999999995
14854,78,126,2740.03
14855,119,20,645.65
14856,36,65,1290.53
14857,59,60,1173.12
14859,12,58,1353.74
14860,19,11,170.32
14861,52,6,125.79000000000002
14862,25,48,841.2
14863,29,11,266.76
14865,7,4,52.2
14866,10,99,14389.900000000001
14867,185,36,710.28
14868,3,144,2953.59
14869,8,70,721.45
14870,261,13,327.24999999999994
14871,3,93,501.28
14873,210,28,519.6800000000001
14875,107,47,1465.3199999999997
14878,12,122,1476.0900000000001
14880,77,46,690.59
14881,19,17,255.4
14882,26,11,589.7
14883,18,53,761.5899999999999
14885,131,15,765.3199999999999
14886,252,18,364.79999999999995
14887,79,6,1862.0
14888,207,20,369.2
14889,336,10,135.9
14890,253,7,125.65
14891,148,33,554.38
14893,9,73,1237.8500000000001
14894,85,23,655.7499999999999
14895,7,498,11138.71
14896,204,43,468.77000000000004
14897,7,55,1366.38
14898,23,109,1269.31
14901,11,96,1421.29
14902,25,20,332.66
14903,21,350,2795.33
14904,2,69,1025.44
14905,157,17,616.15
14907,3,165,3501.1000000000004
14908,74,9,277.79999999999995
14910,2,30,434.35
14911,1,5672,143711.17
14912,16,27,867.85
14913,35,87,1227.43
14915,91,12,307.48
14916,70,77,1268.98
14918,115,45,1610.1499999999996
14920,212,57,977.77
14921,30,78,1316.0700000000002
14923,50,44,749.1
14924,245,10,310.05
14929,32,11,223.88
14930,108,127,2362.9600000000005
14931,4,41,1257.68
14932,365,17,363.53
14934,81,87,1890.94
14935,297,10,1784.71
14936,33,364,8137.020000000001
14937,56,34,1621.88
14944,29,170,5900.25
14946,14,3,100.9
14947,72,14,290.82000000000005
14948,23,63,1101.97
14950,19,19,371.2
14951,79,20,311.69000000000005
14952,59,138,8099.489999999999
14953,25,54,285.67
14954,12,77,294.84999999999997
14957,253,12,58.49
14958,147,41,483.73
14959,64,59,695.4199999999998
14960,8,27,221.26999999999998
14961,10,312,7044.68
14962,270,5,126.70000000000002
14963,9,192,1472.34
14964,247,13,206.21
14965,96,81,596.09
14966,14,36,183.01999999999998
14967,49,6,463.8
14968,30,37,147.59000000000003
14970,68,34,1592.06
14971,35,155,1097.98
14972,128,18,114.77
14973,107,32,1314.4499999999998
14974,37,17,89.94
14975,57,11,279.94
14976,57,72,790.86
14978,72,214,1921.3700000000003
14981,246,8,102.12
14984,19,39,202.37
14985,198,83,292.01
14987,15,4,326.4
14988,211,40,334.53999999999996
14995,38,60,231.98000000000002
14997,46,26,546.2
14998,170,74,414.87
15000,47,77,490.52000000000004
15002,115,115,1641.7599999999998
15004,147,154,1220.77
15005,15,1112,6295.37
15006,51,132,480.38000000000005
15007,159,12,156.91000000000003
15009,12,180,1259.4299999999998
15010,35,20,308.94
15012,53,122,405.04
15014,43,33,257.66999999999996
15016,172,20,170.04
15017,33,20,125.58000000000001
15018,38,31,496.21
15019,266,66,252.81
15021,8,444,1871.77
15022,11,121,852.39
15023,3,553,6720.41
15024,9,152,1636.4299999999998
15025,33,67,361.96
15026,80,61,469.0
15027,30,35,1066.15
15028,8,48,627.1300000000001
15030,71,7,518.28
15031,4,110,653.19
15032,256,52,4959.1
15033,4,501,2557.18
15034,15,390,4274.16
15035,89,27,252.73000000000002
15036,72,119,429.56
15038,58,125,685.74
15039,9,1477,19766.59
15041,170,66,179.92999999999998
15042,199,5,135.93
15043,31,3,537.0
15044,19,444,7634.7300000000005
15045,151,12,735.6600000000001
15046,9,201,5090.42
15047,269,22,343.61999999999995
15048,65,94,381.0
15049,273,3,121.17000000000002
15050,25,76,1737.69
15051,23,142,1383.3600000000001
15052,319,28,207.73000000000002
15053,4,69,693.9499999999999
15054,12,114,302.1
15057,275,25,1489.5
15058,25,266,2102.54
15059,40,237,1337.7199999999998
15060,8,115,294.25000000000006
15061,3,403,54534.14
15062,71,57,987.86
15063,213,5,370.79999999999995
15065,37,155,3158.13
15066,53,42,893.59
15067,78,82,1744.76
15068,46,104,553.36
15069,179,70,1109.5300000000002
15070,372,1,106.2
15071,93,26,982.07
15073,9,54,1043.4099999999999
15074,105,41,735.6700000000001
15075,77,27,773.03
15076,172,49,880.8499999999999
15078,7,440,9743.11
15079,212,47,895.61
15081,22,33,504.79999999999995
15083,256,5,88.19999999999999
15087,281,15,306.94
15088,21,57,1160.0699999999997
15089,10,145,2420.84
15090,308,23,381.32
15091,67,30,480.71
15092,215,26,457.80999999999995
15093,18,108,4597.0199999999995
15095,103,47,1370.6
15096,42,11,219.39
15097,4,25,248.07999999999998
15098,182,3,39916.5
15099,84,23,410.48
15100,333,3,876.0
15101,8,8,317.53
15103,31,35,703.3599999999999
15104,196,67,993.5400000000001
15105,18,101,2298.9300000000003
15106,17,100,1422.52
15107,311,17,319.5
15108,141,60,1300.25
15109,245,28,484.9500000000001
15110,23,35,996.1
15111,29,84,1567.4799999999998
15113,9,97,3509.4299999999994
15114,30,197,2760.5599999999995
15115,18,21,340.11
15116,17,45,1352.75
15117,14,79,1551.7800000000002
15118,134,1,244.8
15119,245,14,266.4
15120,133,21,358.8199999999999
15121,50,28,457.72
15122,114,82,1633.7799999999997
15123,7,106,2199.3100000000004
15124,22,15,184.19000000000003
15125,25,127,11528.480000000001
15127,65,16,406.53000000000003
15128,60,102,1471.0
15129,50,84,3447.4
15130,169,22,330.11000000000007
15132,18,52,977.93
15133,127,29,982.4199999999998
15134,14,73,1387.99
15135,239,9,139.04999999999998
15136,2,68,1286.7000000000003
15139,239,13,178.96
15140,52,80,2354.25
15142,46,26,498.74000000000007
15143,225,14,259.45
15144,8,217,6580.4400000000005
15145,4,67,1194.7300000000002
15146,164,91,1327.16
15147,240,28,623.5
15148,10,20,301.29
15149,133,23,520.8
15150,17,341,5291.33
15152,9,271,4745.6900000000005
15153,31,22,329.25
15154,75,71,254.27999999999997
15156,1,55,961.4899999999999
15157,3,125,1936.0700000000004
15158,45,7,401.4000000000001
15159,1,710,18641.010000000002
15160,357,4,158.16000000000003
15163,18,29,304.4699999999999
15164,68,101,824.58
15165,373,27,487.75
15167,320,39,158.79999999999998
15168,25,5,106.56
15171,331,5,1289.5
15172,8,110,1624.05
15174,322,11,135.75
15175,71,23,224.14000000000004
15178,260,3,40.5
15179,18,93,2206.9500000000003
15180,367,6,87.5
15181,66,16,689.48
15182,154,29,622.8499999999998
15184,29,62,402.2
15185,70,21,310.62
15186,14,19,411.41
15187,1,91,4777.180000000001
15189,1,212,16225.390000000003
15192,119,51,1044.3200000000002
15193,60,19,499.31999999999994
15194,3,310,7616.530000000001
15195,2,1,3861.0
15197,10,32,1079.6100000000001
15198,92,10,193.64
15199,59,13,1268.6999999999998
15201,87,69,1236.54
15203,25,142,1827.8
15204,357,9,316.58
15205,85,37,653.24
15206,10,9,420.3
15208,1,42,870.12
15210,225,20,331.18
15211,60,52,894.41
15212,241,5,101.79999999999998
15213,318,24,328.35
15214,1,110,1661.44
15215,46,35,734.9399999999999
15216,87,2,96.6
15218,10,166,5756.89
15219,176,9,305.75
15220,51,117,1778.9599999999996
15221,366,5,403.25
15222,318,5,585.0
15223,225,20,755.75
15224,358,14,322.0799999999999
15225,234,23,409.4000000000001
15226,310,8,154.41
15227,36,58,1219.4
15228,66,125,3386.71
15230,239,23,429.6
15232,113,31,612.0600000000001
15234,276,14,197.00000000000006
15235,217,143,2247.51
15236,298,15,321.04999999999995
15237,1,99,1412.3200000000002
15238,29,50,1071.99
15239,10,49,780.59
15240,44,78,1706.57
15241,66,110,1756.44
15243,74,22,316.68
15244,65,34,631.5699999999999
15245,134,89,2515.84
15246,238,33,514.15
15247,122,6,356.0
15249,31,350,6688.459999999999
15251,9,111,10484.99
15252,36,44,740.78
15253,16,53,918.1999999999998
15254,127,18,300.36000000000007
15255,66,47,890.85
15256,148,6,98.45
